plyrId,firstNm,lastNm,pos,tm
0277,Carolina,Panthers,TMDL,CAR
0278,Los Angeles,Rams,TMDL,RAM
0279,New Orleans,Saints,TMDL,NOS
0280,San Francisco,49ers,TMDL,SFO
0281,Baltimore,Ravens,TMDL,BAL
0282,Houston,Texans,TMDL,HOU
0301,Buffalo,Bills,TMLB,BUF
0302,Indianapolis,Colts,TMLB,IND
0303,Miami,Dolphins,TMLB,MIA
0304,New England,Patriots,TMLB,NEP
0305,New York,Jets,TMLB,NYJ
0306,Cincinnati,Bengals,TMLB,CIN
0307,Cleveland,Browns,TMLB,CLE
0308,Tennessee,Titans,TMLB,TEN
0309,Jacksonville,Jaguars,TMLB,JAC
0310,Pittsburgh,Steelers,TMLB,PIT
0311,Denver,Broncos,TMLB,DEN
0312,Kansas City,Chiefs,TMLB,KCC
0313,Oakland,Raiders,TMLB,OAK
0314,San Diego,Chargers,TMLB,SDC
0315,Seattle,Seahawks,TMLB,SEA
0316,Dallas,Cowboys,TMLB,DAL
0317,New York,Giants,TMLB,NYG
0318,Philadelphia,Eagles,TMLB,PHI
0319,Arizona,Cardinals,TMLB,ARI
0320,Washington,Redskins,TMLB,WAS
0321,Chicago,Bears,TMLB,CHI
0322,Detroit,Lions,TMLB,DET
0323,Green Bay,Packers,TMLB,GBP
0324,Minnesota,Vikings,TMLB,MIN
0325,Tampa Bay,Buccaneers,TMLB,TBB
0326,Atlanta,Falcons,TMLB,ATL
0327,Carolina,Panthers,TMLB,CAR
0328,Los Angeles,Rams,TMLB,RAM
0329,New Orleans,Saints,TMLB,NOS
0330,San Francisco,49ers,TMLB,SFO
0331,Baltimore,Ravens,TMLB,BAL
0332,Houston,Texans,TMLB,HOU
0351,Buffalo,Bills,TMDB,BUF
0352,Indianapolis,Colts,TMDB,IND
0353,Miami,Dolphins,TMDB,MIA
0354,New England,Patriots,TMDB,NEP
0355,New York,Jets,TMDB,NYJ
0356,Cincinnati,Bengals,TMDB,CIN
0357,Cleveland,Browns,TMDB,CLE
0358,Tennessee,Titans,TMDB,TEN
0359,Jacksonville,Jaguars,TMDB,JAC
0360,Pittsburgh,Steelers,TMDB,PIT
0361,Denver,Broncos,TMDB,DEN
0362,Kansas City,Chiefs,TMDB,KCC
0363,Oakland,Raiders,TMDB,OAK
0364,San Diego,Chargers,TMDB,SDC
0365,Seattle,Seahawks,TMDB,SEA
0366,Dallas,Cowboys,TMDB,DAL
0367,New York,Giants,TMDB,NYG
0368,Philadelphia,Eagles,TMDB,PHI
0369,Arizona,Cardinals,TMDB,ARI
0370,Washington,Redskins,TMDB,WAS
0371,Chicago,Bears,TMDB,CHI
0372,Detroit,Lions,TMDB,DET
0373,Green Bay,Packers,TMDB,GBP
0374,Minnesota,Vikings,TMDB,MIN
0375,Tampa Bay,Buccaneers,TMDB,TBB
0376,Atlanta,Falcons,TMDB,ATL
0377,Carolina,Panthers,TMDB,CAR
0378,Los Angeles,Rams,TMDB,RAM
0379,New Orleans,Saints,TMDB,NOS
0380,San Francisco,49ers,TMDB,SFO
0381,Baltimore,Ravens,TMDB,BAL
0382,Houston,Texans,TMDB,HOU
0401,Buffalo,Bills,TMTE,BUF
0402,Indianapolis,Colts,TMTE,IND
0403,Miami,Dolphins,TMTE,MIA
0404,New England,Patriots,TMTE,NEP
0405,New York,Jets,TMTE,NYJ
0406,Cincinnati,Bengals,TMTE,CIN
0407,Cleveland,Browns,TMTE,CLE
0408,Tennessee,Titans,TMTE,TEN
0409,Jacksonville,Jaguars,TMTE,JAC
0410,Pittsburgh,Steelers,TMTE,PIT
0411,Denver,Broncos,TMTE,DEN
0412,Kansas City,Chiefs,TMTE,KCC
0413,Oakland,Raiders,TMTE,OAK
0414,San Diego,Chargers,TMTE,SDC
0415,Seattle,Seahawks,TMTE,SEA
0416,Dallas,Cowboys,TMTE,DAL
0417,New York,Giants,TMTE,NYG
0418,Philadelphia,Eagles,TMTE,PHI
0419,Arizona,Cardinals,TMTE,ARI
0420,Washington,Redskins,TMTE,WAS
0421,Chicago,Bears,TMTE,CHI
0422,Detroit,Lions,TMTE,DET
0423,Green Bay,Packers,TMTE,GBP
0424,Minnesota,Vikings,TMTE,MIN
0425,Tampa Bay,Buccaneers,TMTE,TBB
0426,Atlanta,Falcons,TMTE,ATL
0427,Carolina,Panthers,TMTE,CAR
0428,Los Angeles,Rams,TMTE,RAM
0429,New Orleans,Saints,TMTE,NOS
0430,San Francisco,49ers,TMTE,SFO
0431,Baltimore,Ravens,TMTE,BAL
0432,Houston,Texans,TMTE,HOU
0501,Buffalo,Bills,Def,BUF
0502,Indianapolis,Colts,Def,IND
0503,Miami,Dolphins,Def,MIA
0504,New England,Patriots,Def,NEP
0505,New York,Jets,Def,NYJ
0506,Cincinnati,Bengals,Def,CIN
0507,Cleveland,Browns,Def,CLE
0508,Tennessee,Titans,Def,TEN
0509,Jacksonville,Jaguars,Def,JAC
0510,Pittsburgh,Steelers,Def,PIT
0511,Denver,Broncos,Def,DEN
0512,Kansas City,Chiefs,Def,KCC
0513,Oakland,Raiders,Def,OAK
0514,San Diego,Chargers,Def,SDC
0515,Seattle,Seahawks,Def,SEA
0516,Dallas,Cowboys,Def,DAL
0517,New York,Giants,Def,NYG
0518,Philadelphia,Eagles,Def,PHI
0519,Arizona,Cardinals,Def,ARI
0520,Washington,Redskins,Def,WAS
0521,Chicago,Bears,Def,CHI
0522,Detroit,Lions,Def,DET
0523,Green Bay,Packers,Def,GBP
0524,Minnesota,Vikings,Def,MIN
0525,Tampa Bay,Buccaneers,Def,TBB
0526,Atlanta,Falcons,Def,ATL
0527,Carolina,Panthers,Def,CAR
0528,Los Angeles,Rams,Def,RAM
0529,New Orleans,Saints,Def,NOS
0530,San Francisco,49ers,Def,SFO
0531,Baltimore,Ravens,Def,BAL
0532,Houston,Texans,Def,HOU
0551,Buffalo,Bills,ST,BUF
0552,Indianapolis,Colts,ST,IND
0553,Miami,Dolphins,ST,MIA
0554,New England,Patriots,ST,NEP
0555,New York,Jets,ST,NYJ
0556,Cincinnati,Bengals,ST,CIN
0557,Cleveland,Browns,ST,CLE
0558,Tennessee,Titans,ST,TEN
0559,Jacksonville,Jaguars,ST,JAC
0560,Pittsburgh,Steelers,ST,PIT
0561,Denver,Broncos,ST,DEN
0562,Kansas City,Chiefs,ST,KCC
0563,Oakland,Raiders,ST,OAK
0564,San Diego,Chargers,ST,SDC
0565,Seattle,Seahawks,ST,SEA
0566,Dallas,Cowboys,ST,DAL
0567,New York,Giants,ST,NYG
0568,Philadelphia,Eagles,ST,PHI
0569,Arizona,Cardinals,ST,ARI
0570,Washington,Redskins,ST,WAS
0571,Chicago,Bears,ST,CHI
0572,Detroit,Lions,ST,DET
0573,Green Bay,Packers,ST,GBP
0574,Minnesota,Vikings,ST,MIN
0575,Tampa Bay,Buccaneers,ST,TBB
0576,Atlanta,Falcons,ST,ATL
0577,Carolina,Panthers,ST,CAR
0578,Los Angeles,Rams,ST,RAM
0579,New Orleans,Saints,ST,NOS
0580,San Francisco,49ers,ST,SFO
0581,Baltimore,Ravens,ST,BAL
0582,Houston,Texans,ST,HOU
0601,Buffalo,Bills,Off,BUF
0602,Indianapolis,Colts,Off,IND
0603,Miami,Dolphins,Off,MIA
0604,New England,Patriots,Off,NEP
0605,New York,Jets,Off,NYJ
0606,Cincinnati,Bengals,Off,CIN
0607,Cleveland,Browns,Off,CLE
0608,Tennessee,Titans,Off,TEN
0609,Jacksonville,Jaguars,Off,JAC
0610,Pittsburgh,Steelers,Off,PIT
0611,Denver,Broncos,Off,DEN
0612,Kansas City,Chiefs,Off,KCC
0613,Oakland,Raiders,Off,OAK
0614,San Diego,Chargers,Off,SDC
0615,Seattle,Seahawks,Off,SEA
0616,Dallas,Cowboys,Off,DAL
0617,New York,Giants,Off,NYG
0618,Philadelphia,Eagles,Off,PHI
0619,Arizona,Cardinals,Off,ARI
0620,Washington,Redskins,Off,WAS
0621,Chicago,Bears,Off,CHI
0622,Detroit,Lions,Off,DET
0623,Green Bay,Packers,Off,GBP
0624,Minnesota,Vikings,Off,MIN
0625,Tampa Bay,Buccaneers,Off,TBB
0626,Atlanta,Falcons,Off,ATL
0627,Carolina,Panthers,Off,CAR
0628,Los Angeles,Rams,Off,RAM
0629,New Orleans,Saints,Off,NOS
0630,San Francisco,49ers,Off,SFO
0631,Baltimore,Ravens,Off,BAL
0632,Houston,Texans,Off,HOU
0651,Buffalo,Bills,TMQB,BUF
0652,Indianapolis,Colts,TMQB,IND
0653,Miami,Dolphins,TMQB,MIA
0654,New England,Patriots,TMQB,NEP
0655,New York,Jets,TMQB,NYJ
0656,Cincinnati,Bengals,TMQB,CIN
0657,Cleveland,Browns,TMQB,CLE
0658,Tennessee,Titans,TMQB,TEN
0659,Jacksonville,Jaguars,TMQB,JAC
0660,Pittsburgh,Steelers,TMQB,PIT
0661,Denver,Broncos,TMQB,DEN
0662,Kansas City,Chiefs,TMQB,KCC
0663,Oakland,Raiders,TMQB,OAK
0664,San Diego,Chargers,TMQB,SDC
0665,Seattle,Seahawks,TMQB,SEA
0666,Dallas,Cowboys,TMQB,DAL
0667,New York,Giants,TMQB,NYG
0668,Philadelphia,Eagles,TMQB,PHI
0669,Arizona,Cardinals,TMQB,ARI
0670,Washington,Redskins,TMQB,WAS
0671,Chicago,Bears,TMQB,CHI
0672,Detroit,Lions,TMQB,DET
0673,Green Bay,Packers,TMQB,GBP
0674,Minnesota,Vikings,TMQB,MIN
0675,Tampa Bay,Buccaneers,TMQB,TBB
0676,Atlanta,Falcons,TMQB,ATL
0677,Carolina,Panthers,TMQB,CAR
0678,Los Angeles,Rams,TMQB,RAM
0679,New Orleans,Saints,TMQB,NOS
0680,San Francisco,49ers,TMQB,SFO
0681,Baltimore,Ravens,TMQB,BAL
0682,Houston,Texans,TMQB,HOU
0701,Buffalo,Bills,TMPK,BUF
0702,Indianapolis,Colts,TMPK,IND
0703,Miami,Dolphins,TMPK,MIA
0704,New England,Patriots,TMPK,NEP
0705,New York,Jets,TMPK,NYJ
0706,Cincinnati,Bengals,TMPK,CIN
0707,Cleveland,Browns,TMPK,CLE
0708,Tennessee,Titans,TMPK,TEN
0709,Jacksonville,Jaguars,TMPK,JAC
0710,Pittsburgh,Steelers,TMPK,PIT
0711,Denver,Broncos,TMPK,DEN
0712,Kansas City,Chiefs,TMPK,KCC
0713,Oakland,Raiders,TMPK,OAK
0714,San Diego,Chargers,TMPK,SDC
0715,Seattle,Seahawks,TMPK,SEA
0716,Dallas,Cowboys,TMPK,DAL
0717,New York,Giants,TMPK,NYG
0718,Philadelphia,Eagles,TMPK,PHI
0719,Arizona,Cardinals,TMPK,ARI
0720,Washington,Redskins,TMPK,WAS
0721,Chicago,Bears,TMPK,CHI
0722,Detroit,Lions,TMPK,DET
0723,Green Bay,Packers,TMPK,GBP
0724,Minnesota,Vikings,TMPK,MIN
0725,Tampa Bay,Buccaneers,TMPK,TBB
0726,Atlanta,Falcons,TMPK,ATL
0727,Carolina,Panthers,TMPK,CAR
0728,Los Angeles,Rams,TMPK,RAM
0729,New Orleans,Saints,TMPK,NOS
0730,San Francisco,49ers,TMPK,SFO
0731,Baltimore,Ravens,TMPK,BAL
0732,Houston,Texans,TMPK,HOU
0751,Buffalo,Bills,TMPN,BUF
0752,Indianapolis,Colts,TMPN,IND
0753,Miami,Dolphins,TMPN,MIA
0754,New England,Patriots,TMPN,NEP
0755,New York,Jets,TMPN,NYJ
0756,Cincinnati,Bengals,TMPN,CIN
0757,Cleveland,Browns,TMPN,CLE
0758,Tennessee,Titans,TMPN,TEN
0759,Jacksonville,Jaguars,TMPN,JAC
0760,Pittsburgh,Steelers,TMPN,PIT
0761,Denver,Broncos,TMPN,DEN
0762,Kansas City,Chiefs,TMPN,KCC
0763,Oakland,Raiders,TMPN,OAK
0764,San Diego,Chargers,TMPN,SDC
0765,Seattle,Seahawks,TMPN,SEA
0766,Dallas,Cowboys,TMPN,DAL
0767,New York,Giants,TMPN,NYG
0768,Philadelphia,Eagles,TMPN,PHI
0769,Arizona,Cardinals,TMPN,ARI
0770,Washington,Redskins,TMPN,WAS
0771,Chicago,Bears,TMPN,CHI
0772,Detroit,Lions,TMPN,DET
0773,Green Bay,Packers,TMPN,GBP
0774,Minnesota,Vikings,TMPN,MIN
0775,Tampa Bay,Buccaneers,TMPN,TBB
0776,Atlanta,Falcons,TMPN,ATL
0777,Carolina,Panthers,TMPN,CAR
0778,Los Angeles,Rams,TMPN,RAM
0779,New Orleans,Saints,TMPN,NOS
0780,San Francisco,49ers,TMPN,SFO
0781,Baltimore,Ravens,TMPN,BAL
0782,Houston,Texans,TMPN,HOU
1114,Tom,Coughlin,Coach,FA
1238,Jason,Garrett,Coach,DAL
1276,Jim,Harbaugh,Coach,FA
1395,Pete,Carroll,Coach,SEA
1534,Jeff,Fisher,Coach,FA
1600,Malcom,Floyd,WR,FA
1716,Ken,Whisenhunt,Coach,FA
1857,Anthony,Lynn,Coach,SDC
2198,Jack,Del Rio,Coach,OAK
2619,Vance,Joseph,Coach,DEN
2842,Adam,Vinatieri,PK,IND
3144,Doug,Pederson,Coach,PHI
3291,Peyton,Manning,QB,FA
3294,Charles,Woodson,S,FA
3309,Randy,Moss,WR,FA
3445,Matt,Hasselbeck,QB,FA
3494,Phil,Dawson,PK,SFO
3622,Andy,Reid,Coach,KCC
3649,Mike,Mularkey,Coach,TEN
3673,Gary,Kubiak,Coach,FA
4397,Roosevelt,Nix,RB,PIT
4883,Jay,Feely,PK,FA
4891,Michael,Vick,QB,FA
4923,Reggie,Wayne,WR,FA
4925,Drew,Brees,QB,NOS
4974,Steve,Smith,WR,FA
5646,Bill,Belichick,Coach,NEP
5666,Sebastian,Janikowski,PK,OAK
5791,Shane,Lechler,PN,HOU
5848,Tom,Brady,QB,NEP
6475,Shayne,Graham,PK,FA
6510,Julius,Peppers,LB,GBP
6519,Dwight,Freeney,DE,ATL
6589,Josh,McCown,QB,CLE
6770,John,Fox,Coach,CHI
6776,Billy,Cundiff,PK,FA
6789,Matt,Bryant,PK,ATL
6928,Marvin,Lewis,Coach,CIN
6929,Carson,Palmer,QB,ARI
6931,Andre,Johnson,WR,FA
6933,Terence,Newman,CB,MIN
6937,Kevin,Williams,DT,FA
6938,Terrell,Suggs,LB,BAL
6946,Calvin,Pace,LB,NYJ
6963,Charles,Tillman,CB,FA
6967,Rashean,Mathis,CB,FA
6982,Anquan,Boldin,WR,DET
6994,Cory,Redding,DE,FA
6997,Jason,Witten,TE,DAL
7066,Robert,Mathis,LB,IND
7077,Mike,Scifres,PN,FA
7150,Josh,Brown,PK,FA
7194,Shaun,Hill,QB,MIN
7231,James,Harrison,LB,PIT
7236,Antonio,Gates,TE,SDC
7260,Tony,Romo,QB,DAL
7268,Colin,Cole,DT,FA
7286,Chris,Clemons,DE,FA
7388,Lovie,Smith,Coach,FA
7391,Eli,Manning,QB,NYG
7393,Larry,Fitzgerald,WR,ARI
7394,Philip,Rivers,QB,SDC
7398,Deangelo,Hall,S,WAS
7401,Ben,Roethlisberger,QB,PIT
7411,Vince,Wilfork,DT,HOU
7414,Steven,Jackson,RB,NEP
7417,Jason,Babin,LB,FA
7422,Ben,Watson,TE,BAL
7423,Karlos,Dansby,LB,CIN
7429,Daryl,Smith,LB,TBB
7441,Dwan,Edwards,DT,FA
7461,Randy,Starks,DE,FA
7480,Matt,Schaub,QB,ATL
7496,Luke,McCown,QB,NOS
7498,Jerricho,Cotchery,WR,FA
7501,Will,Allen,S,FA
7516,Jared,Allen,DE,FA
7525,Antonio,Smith,DE,HOU
7527,Josh,Scobee,PK,FA
7578,Andy,Lee,PN,CAR
7614,Donnie,Jones,PN,PHI
7653,Wes,Welker,WR,RAM
7665,Cullen,Jenkins,DE,WAS
7757,Mike,Adams,S,IND
7813,Alex,Smith,QB,KCC
7818,Adam,Jones,CB,CIN
7820,Antrel,Rolle,S,FA
7823,Demarcus,Ware,LB,DEN
7826,Thomas,Davis,LB,CAR
7827,Derrick,Johnson,LB,KCC
7836,Aaron,Rodgers,QB,GBP
7839,Roddy,White,WR,FA*
7842,Heath,Miller,TE,FA
7859,Mike,Nugent,PK,FA
7871,Jonathan,Babineaux,DT,ATL
7873,Vincent,Jackson,WR,TBB
7877,Frank,Gore,RB,IND
7883,Alex,Smith,TE,WAS
7886,Justin,Tuck,DE,FA
7911,Dustin,Colquitt,PN,KCC
7942,Darren,Sproles,RB,PHI
7944,Chris,Canty,DE,FA
7957,Dan,Orlovsky,QB,DET
7958,Trent,Cole,LB,IND
8003,C.J.,Mosley,DT,FA
8025,Derek,Anderson,QB,CAR
8036,Jay,Ratliff,DT,FA
8042,Matt,Cassel,QB,TEN
8062,Ryan,Fitzpatrick,QB,NYJ
8072,Josh,Cribbs,WR,FA
8117,Nate,Washington,WR,FA
8144,Nick,Novak,PK,HOU
8153,Robbie,Gould,PK,NYG
8160,Shaun,Suisham,PK,FA
8178,Lance,Moore,WR,FA
8235,Mike,McCarthy,Coach,GBP
8237,Sean,Payton,Coach,NOS
8242,Mario,Williams,DE,MIA
8243,Reggie,Bush,RB,BUF
8246,A.J.,Hawk,LB,FA
8247,Vernon,Davis,TE,WAS
8249,Donte,Whitner,S,WAS
8252,Jay,Cutler,QB,CHI
8253,Haloti,Ngata,DT,DET
8258,Chad,Greenway,LB,MIN
8260,Antonio,Cromartie,CB,FA
8261,Tamba,Hali,LB,KCC
8263,Manny,Lawson,LB,FA
8265,Johnathan,Joseph,CB,HOU
8268,DeAngelo,Williams,RB,PIT
8269,Marcedes,Lewis,TE,JAC
8274,DeMeco,Ryans,LB,FA
8275,D'Qwell,Jackson,LB,IND
8284,Roman,Harper,S,NOS
8290,Kellen,Clemens,QB,SDC
8293,Greg,Jennings,WR,FA
8294,Anthony,Fasano,TE,TEN
8298,Devin,Hester,WR,SEA
8303,Tim,Jennings,CB,FA
8304,Darryl,Tapp,DE,NOS
8305,Tarvaris,Jackson,QB,FA
8322,Charlie,Whitehurst,QB,FA
8323,Derek,Hagan,WR,FA
8329,James,Anderson,LB,NOS
8332,Frostee,Rucker,DE,ARI
8333,Jason,Hatcher,DE,FA
8339,Owen,Daniels,TE,FA
8350,Jason,Avant,WR,KCC
8356,Will,Blackmon,S,WAS
8357,Stephen,Tulloch,LB,PHI
8359,Stephen,Gostkowski,PK,NEP
8360,Brandon,Marshall,WR,NYJ
8364,Domata,Peko,DT,CIN
8365,Barry,Cofield,DT,NYG
8367,Elvis,Dumervil,LB,BAL
8375,Kyle,Williams,DE,BUF
8376,Rob,Ninkovich,DE,NEP
8387,Dawan,Landry,S,FA
8416,Delanie,Walker,TE,TEN
8432,Jeremy,Mincey,DE,FA
8435,Bruce,Gradkowski,QB,PIT
8437,Kedric,Golston,DT,WAS
8444,Sam,Koch,PN,BAL
8448,Antoine,Bethea,S,SFO
8456,Cortland,Finnegan,CB,FA
8493,Marques,Colston,WR,FA
8497,Ahmad,Brooks,LB,SFO
8501,Jon,Ryan,PN,SEA
8510,Miles,Austin,WR,FA
8532,Daniel,Fells,TE,NYG
8548,Tony,McDaniel,DT,SEA
8562,Steve,Weatherford,PN,FA
8590,John,Kuhn,RB,NOS
8595,Stephen,Bowen,DE,FA
8653,Mike,Tomlin,Coach,PIT
8657,Calvin,Johnson,WR,FA
8658,Adrian,Peterson,RB,MIN
8661,Alan,Branch,DT,NEP
8662,Darrelle,Revis,CB,NYJ
8664,LaRon,Landry,S,FA
8667,Dwayne,Bowe,WR,FA
8668,Reggie,Nelson,S,OAK
8669,Paul,Posluszny,LB,JAC
8670,Marshawn,Lynch,RB,FA*
8673,Ted,Ginn Jr.,WR,CAR
8674,Leon,Hall,CB,NYG
8677,Charles,Johnson,DE,CAR
8678,Brandon,Meriweather,S,NYG
8684,Lawrence,Timmons,LB,PIT
8686,Michael,Griffin,S,CAR
8687,Greg,Olsen,TE,CAR
8689,LaMarr,Woodley,LB,FA
8696,Josh,Wilson,CB,DET
8697,David,Harris,LB,NYJ
8712,Drew,Stanton,QB,ARI
8713,Eric,Weddle,S,BAL
8715,Jon,Beason,LB,FA
8721,Brandon,Mebane,DT,SDC
8735,Scott,Chandler,TE,FA
8736,Matt,Spaeth,TE,FA
8741,Tarell,Brown,CB,NEP
8742,Mason,Crosby,PK,GBP
8762,Justin,Durant,LB,DAL
8772,Jacoby,Jones,WR,FA
8776,James,Jones,WR,FA
8787,Brian,Robison,DE,MIN
8791,Paul,Soliai,DT,CAR
8807,Dashon,Goldson,S,ATL
8838,Brent,Celek,TE,PHI
8843,Corey,Graham,S,BUF
8845,William,Gay,CB,PIT
8851,Nick,Folk,PK,NYJ
8864,Desmond,Bishop,LB,FA
8891,Trumaine,McBride,CB,NYG
8894,Brandon,Fields,PN,FA
8905,Alan,Ball,CB,FA
8910,Clark,Harris,TE,CIN
8917,Ahmad,Bradshaw,RB,FA
8930,Matt,Prater,PK,DET
8931,Pierre,Thomas,RB,FA
8934,Fred,Jackson,RB,FA
8944,Matt,Moore,QB,MIA
8951,Lorenzo,Alexander,LB,BUF
8958,Tramon,Williams,CB,CLE
8975,Craig,Dahl,S,NYG
8982,Mike,Devito,DE,FA
9004,Jason,Trusnik,LB,NOS
9028,Brent,Grimes,CB,TBB
9037,Tony,Sparano,Coach,FA
9038,Mike,Smith,Coach,FA
9041,Cliff,Avril,DE,SEA
9044,Martellus,Bennett,TE,NEP
9049,Red,Bryant,DE,FA
9050,Andre,Caldwell,WR,DET
9051,Calais,Campbell,DE,ARI
9054,Jamaal,Charles,RB,KCC
9058,Fred,Davis,TE,FA
9060,Glenn,Dorsey,DE,SFO
9064,Joe,Flacco,QB,BAL
9066,Charles,Godfrey,S,FA
9068,Quentin,Groves,LB,FA
9072,Erin,Henderson,LB,NYJ
9073,Chad,Henne,QB,JAC
9075,DeSean,Jackson,WR,WAS
9077,Mike,Jenkins,CB,ARI
9078,Chris,Johnson,RB,ARI
9083,Curtis,Lofton,LB,FA
9084,Chris,Long,DE,NEP
9086,Jerod,Mayo,LB,FA
9087,Darren,McFadden,RB,DAL
9088,Leodis,McKelvin,CB,PHI
9092,Tracy,Porter,CB,CHI
9094,Ray,Rice,RB,FA
9097,Dominique,Rodgers-Cromartie,CB,NYG
9099,Matt,Ryan,QB,ATL
9101,Jonathan,Stewart,RB,CAR
9103,Aqib,Talib,CB,DEN
9104,Philip,Wheeler,LB,ATL
9117,Brandon,Flowers,CB,SDC
9118,Jordy,Nelson,WR,GBP
9120,Eddie,Royal,WR,CHI
9122,Matt,Forte,RB,NYJ
9124,Jerome,Simpson,WR,FA
9126,Jason,Jones,DE,FA
9134,Kendall,Langford,DE,IND
9139,Pat,Sims,DT,CIN
9144,Harry,Douglas,WR,TEN
9145,Craig,Stevens,TE,FA
9154,Tyvon,Branch,S,ARI
9156,William,Hayes,DE,RAM
9164,Dwight,Lowery,S,SDC
9168,Quintin,Demps,S,HOU
9176,Jacob,Tamme,TE,ATL
9188,Brandon,Carr,CB,DAL
9189,Gary,Barnidge,TE,CLE
9190,Zackary,Bowman,CB,FA
9191,Orlando,Scandrick,CB,DAL
9193,Jerome,Felton,RB,BUF
9196,Tim,Hightower,RB,NOS
9199,Letroy,Guion,DT,GBP
9200,Matt,Slater,WR,NEP
9201,Kroy,Biermann,LB,FA
9205,Kellen,Davis,TE,FA
9207,Josh,Johnson,QB,NYG
9214,Erik,Walden,LB,IND
9228,Nick,Hayden,DE,FA
9236,Ahtyba,Rubin,DT,SEA
9240,Ryan,Mundy,S,CHI
9245,Joe,Mays,LB,FA
9250,Pierre,Garcon,WR,WAS
9254,Matt,Flynn,QB,NOS
9269,Stevie,Johnson,WR,SDC
9274,Cary,Williams,CB,WAS
